tag_id,species,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,age_group,sex,colony_id,island,capture_date,health_status,study_name,clutch_completion,date_egg
,Adelie,37.58,19.57,196.8,3597.0,Adult,,Torgersen North,Torgersen,2020-11-20,Healthy,,Yes,2020-11-12
CHN-0006,Chinstrap,,16.51,197.2,2950.6777672756957,Adult,Female,Torgersen North,Torgersen,2024-05-25,,PAPRI2024,,2024-05-13
ADE-0007,Adelie,39.42,13.0,196.9,2972.0,Juvenile,,Biscoe West,Biscoe,,Underweight,PAPRI2022,Yes,2022-11-02
ADE-0008,Adelie,41.72,19.98,181.0,3590.0,Adult,Male,Shortcut Point,Shortcut,2024-06-05,Overweight,PAPRI2024,Yes,2024-05-30
ADE-0009,Adelie,,18.79,190.2,3962.0,ADLT,,Torgersen North,Torgersen,2024-07-28,Underweight,PAPRI2024,Yes,2024-07-25
,Gentoo,49.21,16.16,222.7,5261.0,ADLT,,Torgersen North,,2022-01-10,Healthy,PAPRI2022,No,
ADE-0010,Adelie,35.69,,191.1,3443.0,Adult,,Cormorant East,Cormorant,2024-12-14,Healthy,PAPRI2024,Yes,2024-08-26
CHN-0007,Chinstrap,45.0164013346879,15.51,200.8,3184.0,Adult,,Cormorant East,Cormorant,2023-11-14,Underweight,PAPRI2023,Yes,2023-11-02
,Gentoo,,14.4,226.4,5051.0,Adult,,Torgersen North,Torgersen,2020-12-29,Healthy,PP2020,Yes,2020-12-24
,Chinstrap,46.39,18.85,196.3,3666.0,Adult,Male,Cormorant East,Cormorant,9999-99-99,Overweight,PAPRI2021,Yes,2021-12-13
,Chinstrap,53.3,19.83,196.1,3544.3419516755407,Adult,,,Dream,2024-06-23,,PAPRI2024,Yes,2024-06-22
,Chinstrap,46.62,19.86,,3846.0,unk,Male,Torgersen North,Torgersen,2023-02-03,,,Yes,2023-01-29
CHN-0008,Chinstrap,46.25,21.0,193.7,3778.0,Adult,Male,Biscoe West,Biscoe,2021-03-05,Overweight,PAPRI2021,Yes,2021-02-19
GEN-0012,Gentoo,60.0,,209.4,5367.0,Adult,,Biscoe West,,2020-11-07,Healthy,,No,
CHN-0009,Chinstrap,50.05,20.92502355513162,185.83858348522807,4075.0,juvenille,Female,Biscoe West,Biscoe,,Overweight,PAPRI2022,Yes,2022-07-29
GEN-0013,Gentoo,56.25242310752335,13.95,219.7,4772.6301751778565,Juvenile,Female,,Torgersen,2023-07-19,Healthy,,,2023-07-10
CHN-0010,Chinstrap,48.74,17.01,186.9,,Adult,Male,Dream South,Dream,2022-02-27,Healthy,PAPRI2022,Yes,2022-02-22
,Chinstrap,54.19,,192.9,3742.0,Adult,?,Dream South,Dream,2024-03-13,Healthy,PAPRI2024,Yes,2024-03-11
,Gentto,47.68,18.16471451114474,,5364.0,Adult,,Torgersen North,Torgersen,2021-08-17,Healthy,PAPRI2021,,2021-08-14
GEN-0014,Gentoo,48.1,14.08,217.4,5425.183914516965,Adult,Male,Dream South,Dream,2021-02-13,Critically Ill,PAPRI2021,No,
ADE-0011,Adelie,33.68,20.32,208.52459507841976,4333.0,Adult,,Dream South,Dream,2023-10-11,under weight,PAPRI2023,Yes,2023-10-08
,Adelie,38.39,19.28,,2500.0,Chick,?,Torgersen,,2024-01-25,Underweight,,Yes,2024-01-22
ADE-0012,Adelie,41.19,17.7,186.0,3773.0,Adult,Male,Cormorant East,Cormorant,2024-11-21,Healthy,PAPRI2024,Yes,2024-11-09
CHN-0011,Chinstrap,51.77,21.0,201.7,3901.0,Adult,?,/Shortcut,Biscoe,2023-12-25,Overweight,PAPRI2023,Yes,2023-12-14
GEN-0015,Gentoo,59.678782653524365,13.95,206.3,4737.0,Adult,Male,Dream South,Dream,2023-12-02,Healthy,PAPRI2023,Yes,2023-11-20
ADE-0013,Adelie,40.28,18.1,188.6,3224.0,Juvenile,N/A,,Cormorant,2022-06-19,Underweight,PAPRI2022,Yes,2022-06-18
GEN-0016,Gentoo,46.28,15.11,217.1,4513.0,chik,Male,Torgersen North,Torgersen,,Healthy,PAPRI2020,No,
GEN-0017,Gentoo,,14.43,218.9,4701.0,,Female,Torgersen North,Torgersen,2022-01-29,Overweight,PAPRI2022,No,
GEN-0018,Gentoo,53.24,16.08,206.2,2893.0,Chick,,Shortcut Point,Shortcut,2022-12-23,under weight,PAPRI2022,Yes,2022-12-18
,Chinstrap,52.62,19.77,200.4,3901.0,Adult,,Cormorant East,Cormorant,2022-02-05,Overweight,PAPRI2022,Yes,2022-01-24
,Gentoo,45.4,14.79,,5423.0,Adult,Female,Cormorant East,Cormorant,2024-07-02,Overweight,PAPRI2019,No,
,Chinstrap,46.08,17.99,198.9,3520.0,Adult,,Biscoe West,Biscoe,202-01-17,Healthy,PAPRI2023,Yes,2023-03-19
GEN-0019,Gentoo,46.2,15.04,,3049.0,Chick,Female,Biscoe West,Biscoe,202-10-14,Overweight,,Yes,2020-09-30
CHN-0012,Chinstrap,44.02,16.25,191.0,3450.0,Adult,Female, short point,Dream,2021-02-28,Overwight,PAPRI2021,Yes,2021-02-17
GEN-0020,Gentto,41.39,16.68,,5248.0,Adult,Male,,Torgersen,2024-02-16,Healthy,PAPRI2024,Yes,2024-02-16
ADE-0014,Adelie,39.67,17.16,193.4,2621.0,Chick,Unknown,Torgersen North,Torgersen,2024-06-06,Underweight,PAPRI2022,No,
,Chinstrap,44.03,17.15,193.6,4256.080574223688,Adult,Male,Biscoe,Biscoe,2024-02-09,Overweight,PAPRI2024,No,
,Gentoo,48.17,14.82,217.6,4691.0,Adult,,Torgersen North,Torgersen,2021-11-07,Healthy,PAPRI2021,No,
,Gentoo,54.33,15.29,214.4,5507.449057382401,Adult,Female,Biscoe West,Biscoe,2024-07-07,Healthy,PAPRI2024,,2024-06-25
GEN-0021,Gentoo,50.12,15.02,230.0,4443.0,Adult,Female,Cormorant East,,2020-02-19,Healthy,PAPRI2020,Yes,2020-02-06
CHN-0013,Chinstrap,48.28,16.33,203.2,,Juvenile,,TORGERSEN 4,Cormorant,2023-04-24,Underweight,PAPRI2023,Yes,2023-04-22
CHN-0014,Chinstrap,,21.0,202.7,3515.0,Adult,,Torgersen North,unknown,2023-03-15,Healthy,PAPRI2023,Yes,2023-03-08
CHN-0015,Chinstrap,51.25,20.86,200.9,3841.0,Adult,Male,Dream South,Dream,2024-13-12,Healthy,,No,
ADE-0015,Adelie,41.98,17.7,178.9,4106.0,Adult,,Cormorant East,Cormorant,2021-08-19,Healthy,PAPR12021,No,
CHN-0016,Chinstrap,49.71,18.95,178.8,3412.0,Adult,,Cormorant East,Cormorant,2023-09-06,Underweight,PAPRI2023,Yes,2023-08-29
,Adelie,38.81,18.47,187.1,4081.0,Adult,Male,Torgersen North,Torgersen,2023-08-15,Healthy,PAPRI2023,Yes,2023-08-08
ADE-0016,Adelie,35.85381273167824,19.2,196.9,3330.0,Juvenile,,Torgersen North,Torgersen,2021-06-19,Healthy,PAPRI2021,Yes,2021-06-11
GEN-0022,,48.5,13.9,226.3,5029.923072802064,Adult,,Dream South,,2024-13-19,Healthy,PAPRI2021,Yes,2021-09-16
ADE-0017,Adelie,39.26,20.13,196.7,,Juvenile,Male,Torgersen North,Torgersen,error,Healthy,PAPRI2020,Yes,2020-10-16
,Gentoo,53.42881069054651,16.44,211.2,,Adult,Male,Shortcut Point,Shortcut,2024-06-01,Overweight,PAPRI2024,Yes,2024-05-30
,Chinstrap,43.09,20.81,202.2,3839.0,Adult,Male,,Torgersen,,Healthy,PAPRI2022,Yes,2022-10-28
,Chinstrap,53.76,18.371205772371844,207.4,2500.0,Chick,Female,Torgersen North,torg,2022-03-21,Underweight,PAPRI2022,No,
CHN-0017,Chinstrap,48.75,19.77,194.0,2500.0,Chick,Male,Torgersen North,Torgersen,2020-08-06,Underweight,PAPRI2020,No,
ADE-0018,Adelie,33.22,18.27,181.5,3121.0,Juvenile,,Shortcut Point,Shortcut,2023-02-23,Underweight,PAPRI2023,,2023-02-11
GEN-0024,Gentoo,44.2,15.39,221.5,4640.0,Adult,Female,Dream South,Dream,,Healthy,PAPRI2021,,2021-06-06
ADE-0019,Adelie,36.14,19.16,186.6,2908.0,Juvenile,Male,Shortcut Point,Shortcut,2020-08-17,Underweight,PAPRI2020,Yes,2020-08-15
ADE-0020,Adelie,34.93,18.11,190.4,3166.0,Adult,Male,Dream South,,2021-01-17,Healthy,,Yes,2021-01-04
CHN-0018,Chinstrap,46.49,18.84,195.2,3049.0,Juvenile,Male,Torgersen North,Torgersen,2022-02-17,Underweight,PAPRI2022,Yes,2022-02-15
CHN-0019,Chinstrap,49.20861539576411,19.43,192.2,2500.0,Chick,Female,,Cormorant,2023-01-31,Underweight,PAPRI2023,Yes,2023-01-27
CHN-0020,Chinstrap,43.8,20.69,207.5,3620.0,Adult,,Torgersen North,,2021-04-10,Healthy,PAPRI2021,Yes,2021-04-09
,Gentoo,50.05,13.61,217.2,5118.0,Adult,Female,Torgersen North,Torgersen,2019-11-22,Healthy,PAPRI2019,Yes,2019-11-09
GEN-0025,Gentoo,47.12,13.65,207.4,3049.0,Chick,,Cormorant,Biscoe,2024-05-09,Underweight,PAPRI2024,Yes,2024-04-27
ADE-0021,Adelie,38.3,18.33,183.1,,Adult,,Dream South,bisco,2020-10-06,Healthy,PAPRI2020,Yes,2020-09-23
CHN-0021,Chinstrap,54.37,19.91,195.9,3965.0,Adult,Female,Shortcut Point,Shortcut,2023-07-04,Overweight,PAPRI2023,Yes,2023-06-28
GEN-0026,Gentoo,54.62,16.02,214.4,5914.0,Adult,Male,Dream South,Dream,2022-04-19,Healthy,PAPRI2022,Yes,2022-04-18
CHN-0022,Chinstrap,45.91,16.29,202.5,4095.0,Adult,Female,Cormorant East,Cormorant,2022-01-24,Healthy,,Yes,2022-01-17
,Gentoo,49.127894748810085,14.472671917946425,214.8,3090.0,Chick,Male,Dream South,Dream,2024-12-12,Underweight,PAPRI2024,,2024-12-05
ADE-0022,Adelie,,17.67,186.1,3441.0,,,Torgersen North,Torgersen,2023-09-23,Overwight,,Yes,2023-09-15
CHN-0023,Chinstrap,40.54,19.6,198.7,3673.0,Adult,,Torgersen North,Torgersen,19-09-2023,Healthy,PAPRI2022,No,
,Chinstrap,46.9,19.71,199.5,2710.0,Juvenile,,Shortcut Point,Shortcut,2022-01-28,Underweight,PAPRI2022,No,
CHN-0024,Chinstrap,55.54,21.0,202.5,3456.0,Adult,,Biscoe West,torg,,Underweight,PAPRI2022,Yes,2022-08-05
,,46.28,15.61,184.6,,Adult,Female,Cormorant East,Cormorant,2024-05-07,Healthy,PAPRI2024,Yes,2024-04-28
,Gentoo,42.93,15.76,210.2,4086.0,Juvenile,,Dream South,,not-a-date,Healthy,PAPRI2021,Yes,2021-08-31
CHN-0025,Chinstrap,46.65,18.58,190.0,3577.0,Adult,,Shortcut Point,,2021-02-01,Underweight,PAPRI2021,Yes,2021-01-20
,Chinstrap,,19.72,203.7,,Adult,,Torgersen North,Torgersen,2024-04-18,Healthy,PAPRI2024,Yes,2024-04-06
,Gentoo,40.09,13.84,220.5,4673.0,chik,Female,Shortcut Point,Shortcut,2024-08-16,,PAPRI2024,No,
,Gentoo,48.01,14.91,219.9,3548.0,Chick,Male,Shortcut Point,Shortcut,2020-03-02,Underweight,PAPRI2020,No,
GEN-0027,Gentoo,48.51,14.31,214.1,,Adult,,Biscoe West,Biscoe,2024-07-11,Healthy,PAPRI2024,Yes,2024-07-06
GEN-0028,Gentoo,49.13,16.04,,5144.0,juvenille,,Biscoe West,Biscoe,9999-99-99,Healthy,PAPRI2019,No,
,Chinstrap,52.76,17.85,181.7,3546.0,Adult,Male,Shortcut Point,Shortcut,2024-01-05,Underweight,PAPRI2024,Yes,2023-12-29
ADE-0023,Adelie,41.64,17.13,179.7,3890.0,Adult,Male,Biscoe West,torg,2021-05-23,Healthy,PAPRI2021,Yes,2021-05-20
GEN-0029,Gentoo,49.99,13.0,218.4,5574.0,Adult,Male,Dream South,Dream,2020-03-10,,PAPRI2020,Yes,2020-02-29
ADE-0024,Adelie,39.25,19.25,184.3,3401.0,Adult,Female,Dream South,Dream,2022-04-29,Healthy,PAPRI2022,Yes,2022-04-17
CHN-0026,Chinstrap,50.89,21.0,197.3,3590.0,Adult,Female,Shortcut Point,Shortcut,2021-09-07,Underweight,PAPRI2021,Yes,2021-09-01
GEN-0030,Gentoo,44.23,13.82,226.1,4903.0,Adult,Female,Torgersen North,Torgersen,2024-07-13,Healthy,PAPRI2024,No,
,Chinstrap,52.22,17.68,194.1,3217.0,Adult,Female,Biscoe West,Biscoe,2021-04-15,under weight,PAPRI2021,Yes,2021-04-04
CHN-0027,Chinstrap,50.490680268095446,17.62,202.7,4012.0,Adult,,Cormorant East,Cormorant,,Overweight,PAPRI2021,Yes,2021-01-04
ADE-0025,Adelie,39.92,21.0,185.0,3327.0,Adult,,Biscoe West,Biscoe,2023-06-12,,PAPRI2023,Yes,2023-06-11
,Gentoo,48.01,15.8,211.7,3867.0,Adult,Female,Biscoe West,Biscoe,2023-11-08,Underweight,PAPRI2023,No,
GEN-0031,Gentto,48.34,13.45,230.0,,Juvenile,,Dream South,Dream,2024-08-29,Healthy,PAPRI2024,Yes,2024-08-15
CHN-0028,Chinstrap,54.68,19.44,197.5,3073.0,Juvenile,,Cormorant East,Cormorant,2022-06-13,Underweight,,Yes,2022-05-31
,Chinstrap,55.01,20.65,207.2,3713.0,Adult,Male,Cormorant East,Cormorant,2024-07-27,Overweight,PAPRI2024,No,
,Gentoo,47.23,15.74,230.0,,Adult,Male,Dream South,Dream,2022-04-19,Healthy,PAPRI2022,Yes,2022-04-15
,Gentoo,47.03,,210.9,4555.0,Adult,Male,Dream South,Dream,2022-05-23,Underweight,PAPRI2022,Yes,2022-05-20
GEN-0032,Gentoo,46.81,,224.6,4673.0,Adult,,Torgersen North,Torgersen,2021-06-10,Healthy,PAPRI2021,Yes,2021-06-10
,Adelie,38.1,16.15,188.4,3799.0,Adult,Male,Dream South,bisco,2021-12-04,critcal ill,PAPRI2021,Yes,2021-11-23
,Gentoo,49.91,14.61,,4262.0,Adult,M,Shortcut Point,,2020-08-12,Underweight,PAPRI2020,Yes,2020-07-30
,Chinstrap,,16.73,214.0,3533.0,Adult,Female,Biscoe West,,2020-12-18,Healthy,PAPRI2020,Yes,2020-12-05
CHN-0029,Chinstrap,46.22,19.58,195.2,3750.0,Adult,,Torgersen North,Torgersen,2023-05-13,Healthy,PAPRI2023,Yes,2023-05-10
,Adelie,38.71,17.58,185.4,3919.0,chik,Male,Shortcut Point,Shortcut,2023-05-07,Overweight,PAPRI2023,Yes,2023-05-07
CHN-0030,Chinstrap,53.38,15.5471509221965,181.5,2642.0,Juvenile,,Torgersen North,Torgersen,2024-03-06,Underweight,PAPRI2020,Yes,2020-02-09
,Adelie,37.87,20.31927398662634,180.9,2773.0,Juvenile,,Biscoe,Cormorant,2024-03-03,Overwight,PAPRI2024,Yes,2024-02-19
,Adelie,37.82,18.804356007184833,193.2,3764.1130175958438,Adult,,Shortcut Point,Shortcut,2020-05-13,Underweight,PAPRI2020,Yes,2020-05-13
CHN-0031,Chinstrap,51.18,,192.3,3240.0,Juvenile,Male,Cormorant East,Cormorant,2021-03-27,Overweight,PAPRI2021,Yes,2021-03-16
ADE-0028,Adelie,37.85,18.06,195.3,3418.0,Adult,,Dream South,Dream,2024-13-03,Healthy,PAPRI2020,Yes,2020-05-02
,Adelie,37.83,,183.0,3885.0,Adult,,Biscoe West,Biscoe,2021-06-09,Healthy,PAPRI2021,Yes,2021-06-09
CHN-0032,Chinstrap,43.29,21.0,187.3,3267.0,Chick,,Cormorant East,Cormorant,2020-02-28,,PAPRI2020,Yes,2020-02-26
,Adelie,,21.0,181.7,4226.0,Adult,,Torgersen North,Torgersen,2023-09-28,Healthy,PAPRI2023,Yes,2023-09-20
,Chinstrap,43.01,17.63,202.8,3875.0,Adult,Male,dream island,Dream,2024-07-12,Healthy,PAPRI2024,Yes,2024-07-04
GEN-0033,Gentoo,46.41,14.73,218.8,4316.0,Adult,,Cormorant East,Cormorant,2022-01-25,Healthy,PAPRI2022,Yes,2022-01-19
,Gentoo,45.63,14.3,209.3,5040.0,Adult,,Torgersen North,Torgersen,2021-11-05,Healthy,PAPRI2021,Yes,2021-10-29
ADE-0029,Adelie,39.33,16.93,192.7,2500.0,Chick,Female,Torgersen North,Torgersen,2024-04-19,Underweight,,Yes,2024-04-11
GEN-0034,Gentoo,44.65452621368561,,226.7,4277.0,Juvenile,Female,,,2024-08-12,,PAPRI2024,Yes,2024-08-08
GEN-0035,Gentoo,41.98,15.114444844771665,211.30940594920042,4008.0,Juvenile,,Dream South,Dream,2020-08-12,,PAPRI2020,Yes,2020-08-11
CHN-0033,Chinstrap,47.65,18.82,,3886.0,Adult,,dream,Cormorant,2022-12-19,Overweight,PAPRI2022,Yes,2022-12-11
,Gentoo,44.73,,211.1,5150.0,Adult,Female,Biscoe West,Biscoe,2019-11-29,Healthy,,Yes,2019-11-25
CHN-0034,Chinstrap,55.67,18.01,196.7,2856.0,Juvenile,N/A,,Dream,2020-02-20,Underweight,PAPRI2020,Yes,2020-02-20
,Adelie,37.25,,206.6,2790.0,Juvenile,Female,Biscoe West,,202-07-20,Underweight,,Yes,2020-08-06
GEN-0036,Gentoo,46.44,15.09,218.1,5109.0,Adult,Male,Biscoe West,Biscoe,2023-07-12,Healthy,papri2024,Yes,2023-07-06
CHN-0035,Chinstrap,46.73,,201.0,3696.0,Adult,Male,Biscoe West,Biscoe,2021-09-06,Healthy,,Yes,2021-08-27
GEN-0037,Gentoo,44.24,15.92,,5185.0,Adult,Female,Dream South,Dream,2023-02-09,Critically Ill,PAPRI2023,Yes,2023-02-06
ADE-0030,Adelie,38.6,19.33,191.2,2508.0,Juvenile,Female,Cormorant East,Cormorant,20-09-2022,Underweight,PAPRI2023,Yes,2023-11-30
,Gentoo,43.93287040714295,15.54,224.7,,Adult,,Torgersen North,Torgersen,2021-09-25,Healthy,PAPRI2021,No,
CHN-0036,Chinstrap,45.78100129482584,15.84,199.0,3766.0,Adult,,biscoe 2,cormor,2022-12-23,Healthy,PAPRI2022,Yes,2022-12-13
CHN-0037,Chinstrap,45.433869609687825,18.71,199.1,3632.0,Adult,,Torgersen North,Torgersen,2020-09-16,ok,PAPRI2020,No,
GEN-0038,Gentoo,47.38,15.62,,,Chick,,Shortcut Point,Shortcut,2021-02-10,Underweight,,Yes,2021-02-09
CHN-0038,Chinstrap,37.45500749518836,19.3,188.7,4314.0,Adult,M,Cormorant East,Cormorant,2020-03-05,Overweight,PAPRI2020,Yes,2020-02-26
ADE-0031,Adelie,38.3,17.74,199.4,3759.0,,,Shortcut Point,Shortcut,2024-05-04,,PAPRI2024,Yes,2024-05-03
ADE-0032,Adelie,41.14,18.82,181.2,3256.0,Chick,Male,,Torgersen,2020-09-27,Healthy,PAPRI2020,Yes,2020-09-20
,Gentoo,51.37744259053197,16.08,213.9,4537.363147734817,Adult,,Cormorant East,Cormorant,2022-11-30,,PAPRI2022,,2022-11-25
GEN-0039,Gentoo,35.20734739637311,15.18,206.9,4082.0,Adult,F,,Dream,2024-03-18,Healthy,PAPRI2024,Yes,2024-03-10
,Adelie,37.67,17.98,181.3,3253.0,Adult,Female,Dream South,Dream,,Healthy,PAPRI2020,Yes,2020-03-05
GEN-0040,Gentoo,41.7,13.35,,5273.0,Adult,,Biscoe West,,2024-03-09,,PAPRI2024,No,
,Gentoo,50.45,,216.7,5533.0,Adult,Male,Cormorant,Biscoe,21-09-2022,Healthy,PAPR12021,Yes,2020-01-22
CHN-0039,Chinstrap,52.65,21.0,185.0,2500.0,Chick,,Shortcut Point,Shortcut,2019-12-20,Underweight,PAPRI2019,Yes,2019-12-13
GEN-0041,Gentto,45.63,14.13,213.2,4161.0,Juvenile,Female,Dream South,Dream,2021-12-02,Healthy,PAPRI2021,,2021-11-23
ADE-0033,Adelie,37.79,16.64,195.2,4215.0,Adult,Male,Cormorant East,Cormorant,2022-11-16,Overweight,,Yes,2022-11-05
,Gentoo,,15.56,,4613.0,Adult,Male,Shortcut Point,Shortcut,2023-01-06,Healthy,,Yes,2023-01-02
GEN-0042,Gentoo,44.98,15.0,214.8,5234.0,ADLT,,Biscoe West,Biscoe,2020-03-22,Healthy,,Yes,2020-03-10
,Chinstrap,49.74,19.04,200.6,,Adult,,Cormorant East,Cormorant,2023-11-22,Overweight,PAPRI2023,Yes,2023-11-21
GEN-0043,Gentoo,42.25,13.29,222.3,4699.813701601081,Adult,Female,Biscoe West,Biscoe,2020-10-04,Healthy,PAPRI2020,Yes,2020-09-22
CHN-0040,Chinstrap,47.09,18.86,195.9,3876.0,Adult,Female,Torgersen North,unknown,2024-06-25,Unwell,PAPRI2024,Yes,2024-06-17
GEN-0044,Gentoo,51.12,15.21,224.9,2865.0,Chick,Male,Cormorant East,Cormorant,2023-02-05,Underweight,PAPRI2023,Yes,2023-01-23
,Gentoo,49.25,14.37,220.5,5171.0,Adult,Female,Cormorant East,Cormorant,2019-12-29,Healthy,PAPRI2019,No,
CHN-0041,Chinstrap,50.14,19.64,199.5,3974.0,Adult,,Biscoe West,short cut,2021-01-22,Overweight,PAPRI2021,Yes,2021-01-10
CHN-0042,Chinstrap,53.36,19.54,194.8,2998.0,Juvenile,,Shortcut Point,Shortcut,2022-12-12,Underweight,,Yes,2022-12-08
,Chinstrap,,19.29,198.9,4020.0,Adult,Male,Dream South,Dream,,Healthy,PAPR2023,Yes,2024-03-28
,Gentoo,48.07,14.86,208.8,4628.2191326269285,Adult,F,Dream South,Dream,202-01-13,Healthy,PAPRI2023,Yes,2023-09-22
ADE-0034,Adelie,42.84,18.72,191.7,2864.0,Juvenile,,Cormorant East,Cormorant,2020-07-28,Underweight,PAPRI2020,Yes,2020-07-14
ADE-0035,Adelie,38.54,,194.0,3756.0,Adult,,Cormorant East,Cormorant,2022-01-27,Underweight,PAPRI2022,Yes,2022-01-26
